Date,Target,S&P500,Nikkei225,TaiwanWeighted,USD_KRW,Dollar_Index,VIX
2024-08-07,1,5240.029785,35089.62109,21295.2793,1370.310059,103.1999969,27.70999908
2024-08-08,0,5199.5,34831.14844,20870.09961,1375.329956,103.2099991,27.85000038
2024-08-09,1,5319.310059,35025,21469,1373.76001,103.1399994,23.79000092
2024-08-12,1,5344.160156,35025,21773.25977,1363.839966,103.1399994,20.37000084
2024-08-13,1,5344.390137,36232.51172,21796.57031,1369.540039,102.5599976,20.70999908
2024-08-14,1,5434.430176,36442.42969,22027.25,1362.170044,102.5699997,18.12000084
2024-08-16,1,5455.209961,38062.67188,22349.33008,1363.51001,102.4599991,16.19000053
2024-08-19,0,5554.25,37388.62109,22409.63086,1348.97998,101.8899994,14.80000019
2024-08-20,1,5608.25,38062.92188,22429.09961,1330.880005,101.4400024,14.64999962
2024-08-21,1,5597.120117,37951.80078,22237.89063,1327.579956,101.0400009,15.88000011
2024-08-22,1,5620.850098,38211.01172,22148.83008,1333.660034,101.5100021,16.27000046
2024-08-23,0,5570.640137,38364.26953,22158.05078,1339.540039,100.7200012,17.54999924
2024-08-26,0,5634.609863,38110.21875,22240.11914,1323.880005,100.8499985,15.85999966
2024-08-27,0,5616.839844,38288.62109,22185,1326.640015,100.5500031,16.14999962
2024-08-28,1,5625.799805,38371.76172,22370.66016,1326.359985,101.0899963,15.43000031
2024-08-29,0,5592.180176,38362.53125,22201.84961,1336.689941,101.3399963,17.11000061
2024-08-30,1,5591.959961,38647.75,22268.08984,1332.880005,101.6999969,15.64999962
2024-09-02,1,5648.399902,38700.87109,22235.09961,1336.579956,101.6999969,15
2024-09-03,0,5648.399902,38686.30859,22092.21094,1337.550049,101.8300018,15
2024-09-04,0,5528.930176,37047.60938,21092.75,1340.410034,101.3600006,20.71999931
2024-09-05,0,5520.069824,36657.08984,21187.71094,1331.01001,101.1100006,21.31999969
2024-09-06,0,5503.410156,36391.46875,21435.18945,1332.790039,101.1800003,19.89999962
2024-09-09,0,5408.419922,36215.75,21144.43945,1337.77002,101.5500031,22.37999916
2024-09-10,0,5471.049805,36159.16016,21064.08008,1341.27002,101.6299973,19.45000076
2024-09-11,0,5495.52002,35619.76953,21031,1343.339966,101.6800003,19.07999992
2024-09-12,1,5554.129883,36833.26953,21653.25,1339.180054,101.3700027,17.69000053
2024-09-13,1,5595.759766,36581.76172,21759.65039,1335.689941,101.1100006,17.06999969
2024-09-19,1,5626.02002,37155.32813,22042.68945,1322.26001,100.6100006,16.55999947
2024-09-20,1,5713.640137,37723.91016,22159.41992,1327.609985,100.7200012,16.32999992
2024-09-23,1,5702.549805,37723.91016,22285.5293,1331.5,100.9199982,16.14999962
2024-09-24,1,5718.569824,37940.58984,22431.7793,1333.619995,100.3700027,15.89000034
2024-09-25,0,5732.930176,37870.26172,22761.59961,1324.890015,100.9199982,15.39000034
2024-09-26,1,5722.259766,38925.62891,22858.81055,1335.050049,100.5599976,15.40999985
2024-09-27,0,5745.370117,39829.55859,22822.78906,1313.300049,100.4199982,15.36999989
2024-09-30,0,5738.169922,37919.55078,22224.53906,1309.300049,100.7799988,16.95999908
2024-10-02,0,5762.47998,37808.76172,22390.39063,1324.839966,101.6800003,16.72999954
2024-10-04,1,5709.540039,38635.62109,22302.71094,1334.410034,102.5199966,18.89999962
2024-10-07,1,5751.069824,39332.73828,22702.56055,1345.880005,102.5400009,19.20999908
2024-10-08,0,5695.939941,38937.53906,22611.39063,1342.369995,102.5500031,22.63999939
2024-10-10,1,5751.129883,39380.89063,22659.08008,1343.02002,102.9899979,21.42000008
2024-10-11,0,5780.049805,39605.80078,22901.64063,1349.73999,102.8899994,20.93000031
2024-10-14,1,5815.029785,39605.80078,22975.28906,1348.329956,103.3000031,20.45999908
2024-10-15,1,5859.850098,39910.55078,23292.03906,1357.27002,103.2600021,19.70000076
2024-10-16,0,5815.259766,39180.30078,23010.98047,1363.180054,103.5899963,20.63999939
2024-10-17,0,5842.470215,38911.19141,23053.83984,1364.199951,103.8300018,19.57999992
2024-10-18,0,5841.470215,38981.75,23487.26953,1370.050049,103.4899979,19.11000061
2024-10-21,1,5864.669922,38954.60156,23542.5293,1369.01001,104.0100021,18.03000069
2024-10-22,0,5853.97998,38411.96094,23535.42969,1376.5,104.0800018,18.37000084
2024-10-23,1,5851.200195,38104.85938,23334.75977,1376.630005,104.4300003,18.20000076
2024-10-24,0,5797.419922,38143.28906,23192.51953,1377.339966,104.0599976,19.23999977
2024-10-25,1,5809.859863,37913.92188,23348.44922,1376.319946,104.2600021,19.07999992
2024-10-28,1,5808.120117,38605.53125,23198.07031,1387.660034,104.3199997,20.32999992
2024-10-29,1,5823.52002,38903.67969,22926.58984,1381.969971,104.2799988,19.79999924
2024-10-30,0,5832.919922,39277.39063,22820.42969,1383.180054,103.9899979,19.34000015
2024-10-31,0,5813.669922,39081.25,22820.42969,1378.569946,103.9800034,20.35000038
2024-11-01,0,5705.450195,38053.67188,22780.08008,1372.930054,104.2799988,23.15999985
2024-11-04,1,5728.799805,38053.67188,22965.39063,1379.339966,103.8899994,21.87999916
2024-11-05,0,5712.689941,38474.89844,23106.78906,1372.859985,103.4199982,21.97999954
2024-11-06,0,5782.759766,39480.67188,23217.38086,1378,105.0899963,20.48999977
2024-11-07,1,5929.040039,39381.41016,23408.82031,1399.800049,104.5100021,16.27000046
2024-11-08,0,5973.100098,39500.37109,23553.89063,1372.079956,105,15.19999981
2024-11-11,0,5995.540039,39533.32031,23529.64063,1397.199951,105.5400009,14.93999958
2024-11-12,0,6001.350098,39376.08984,22981.76953,1400.550049,106.0199966,14.97000027
2024-11-13,0,5983.990234,38721.66016,22860.23047,1406.650024,106.4800034,14.71000004
2024-11-14,1,5985.379883,38535.69922,22715.38086,1399,106.6699982,14.02000046
2024-11-15,0,5949.169922,38642.91016,22742.76953,1400.829956,106.6900024,14.31000042
2024-11-18,1,5870.620117,38220.85156,22546.53906,1394.349976,106.2799988,16.13999939
2024-11-19,1,5893.620117,38414.42969,22848.80078,1389.5,106.2099991,15.57999992
2024-11-20,1,5916.97998,38352.33984,22688.35938,1392.160034,106.6800003,16.35000038
2024-11-21,0,5917.109863,38026.17188,22555.66016,1397.619995,106.9700012,17.15999985
2024-11-22,1,5948.709961,38283.85156,22904.32031,1399.599976,107.4899979,16.87000084
2024-11-25,1,5969.339844,38780.14063,22948.36914,1403.51001,106.8199997,15.23999977
2024-11-26,0,5987.370117,38442,22678.75977,1395.560059,107.0100021,14.60000038
2024-11-27,0,6021.629883,38134.96875,22334.7793,1395.27002,106.0800018,14.10000038
2024-11-28,1,5998.740234,38349.05859,22298.90039,1388.469971,106.0800018,14.10000038
2024-11-29,0,5998.740234,38208.03125,22262.5,1393.300049,105.7399979,14.10000038
2024-12-02,0,6032.379883,38513.01953,22736.92969,1399.859985,106.4499969,13.51000023
2024-12-03,1,6047.149902,39248.85938,23027.46094,1401.060059,106.3700027,13.34000015
2024-12-04,0,6049.879883,39276.39063,23255.33008,1411.670044,106.3399963,13.30000019
2024-12-05,0,6086.490234,39395.60156,23267.93945,1410.800049,105.7099991,13.44999981
2024-12-06,0,6075.109863,39091.17188,23193.26953,1399.98999,105.9700012,13.53999996
2024-12-09,0,6090.27002,39160.5,23273.25,1424.219971,106.1500015,12.77000046
2024-12-10,1,6052.850098,39367.57813,23125.08008,1426.599976,106.4000015,14.18999958
2024-12-11,1,6034.910156,39372.23047,22903.63086,1433.949951,106.7099991,14.18000031
2024-12-12,1,6084.189941,39849.14063,23046.80078,1429.150024,106.9599991,13.57999992
2024-12-13,1,6051.25,39470.44141,23020.48047,1427.859985,107,13.92000008
2024-12-16,0,6051.089844,39457.48828,23039.90039,1434.449951,106.8600006,13.81000042
2024-12-17,0,6074.080078,39364.67969,23018.00977,1431.349976,106.9599991,14.68999958
2024-12-18,1,6050.609863,39081.71094,23168.66992,1436.420044,108.0299988,15.86999989
2024-12-19,0,5872.160156,38813.57813,22932.25,1451.5,108.4100037,27.62000084
2024-12-20,0,5867.080078,38701.89844,22510.25,1437.449951,107.6200027,24.09000015
2024-12-23,1,5930.850098,39161.33984,23104.53906,1445.420044,108.0400009,18.36000061
2024-12-24,0,5974.069824,39036.85156,23120.24023,1442.699951,108.2600021,16.78000069
2024-12-26,0,6040.040039,39568.05859,23246.93945,1457.609985,108.1299973,14.27000046
2024-12-27,0,6037.589844,40281.16016,23275.67969,1466.98999,108,14.72999954
2024-12-30,0,5970.839844,39894.53906,23190.19922,1472.800049,108.1299973,15.94999981
2025-01-02,0,5906.939941,39894.53906,22832.06055,1473.52002,109.3899994,17.39999962
2025-01-03,1,5868.549805,39894.53906,22908.30078,1471.650024,108.9499969,17.93000031
2025-01-06,1,5942.470215,39307.05078,23547.71094,1465.530029,108.2600021,16.12999916
2025-01-07,1,5975.379883,40083.30078,23651.26953,1459.449951,108.5400009,16.04000092
2025-01-08,1,5909.029785,39981.05859,23407.33008,1451.880005,109.0899963,17.81999969
2025-01-09,1,5918.25,39605.08984,23081.13086,1457.969971,109.1800003,17.70000076
2025-01-10,0,5918.25,39190.39844,23011.85938,1455.22998,109.6500015,17.70000076
2025-01-13,0,5827.040039,39190.39844,22488.33008,1472.25,109.9599991,19.54000092
2025-01-14,1,5836.220215,38474.30078,22797.51953,1458.890015,109.2699966,19.19000053
2025-01-15,0,5842.910156,38444.57813,22514.57031,1460.439941,109.0899963,18.70999908
2025-01-16,1,5949.910156,38572.60156,23025.09961,1437.219971,108.9599991,16.12000084
2025-01-17,0,5937.339844,38451.46094,23148.08008,1453.319946,109.3499985,16.60000038
2025-01-20,0,5996.660156,38902.5,23266.82031,1457.380005,109.3499985,15.97000027
2025-01-21,0,5996.660156,39027.98047,23300.00977,1435.530029,108.0599976,15.97000027
2025-01-22,1,6049.240234,39646.25,23525.41016,1425.790039,108.1699982,15.06000042
2025-01-23,0,6086.370117,39958.87109,23525.41016,1434.339966,108.0500031,15.10000038
2025-01-24,1,6118.709961,39931.98047,23525.41016,1433.930054,107.4400024,15.02000046
2025-01-31,0,6101.240234,39572.48828,23525.41016,1441.660034,108.3700027,14.85000038
2025-02-03,0,6040.529785,38520.08984,22694.71094,1456.780029,108.9899979,16.43000031
2025-02-04,1,5994.569824,38798.37109,22793.96094,1459.050049,107.9599991,18.62000084
2025-02-05,1,6037.879883,38831.48047,23161.58008,1450.160034,107.5800018,17.20999908
2025-02-06,1,6061.47998,39066.53125,23316.59961,1443.890015,107.6900024,15.77000046
2025-02-07,0,6083.569824,38787.01953,23478.26953,1442.150024,108.0400009,15.5
2025-02-10,0,6025.990234,38801.17188,23252.14063,1450.619995,108.3199997,16.54000092
2025-02-11,1,6066.439941,38801.17188,23384.05078,1453.209961,107.9599991,15.81000042
2025-02-12,1,6068.5,38963.69922,23289.75,1450.75,107.9400024,16.02000046
2025-02-13,1,6051.970215,39461.46875,23399.41016,1452.119995,107.3099976,15.89000034
2025-02-14,1,6115.069824,39149.42969,23152.60938,1438.73999,106.5699997,15.10000038
2025-02-17,1,6114.629883,39174.25,23505.33008,1432.599976,106.5699997,14.77000046
2025-02-18,1,6114.629883,39270.39844,23666.10938,1441.290039,107.0500031,14.77000046
2025-02-19,1,6129.580078,39164.60938,23604.08008,1440.079956,107.1699982,15.35000038
2025-02-20,0,6144.149902,38678.03906,23487.46094,1439.97998,106.3399963,15.27000046
2025-02-21,1,6117.52002,38776.94141,23730.25,1431.699951,106.6100006,15.65999985
2025-02-24,0,6013.129883,38776.94141,23565.31055,1434.290039,106.5999985,18.20999908
2025-02-25,0,5983.25,38237.78906,23285.7207,1428.650024,106.3099976,18.97999954
2025-02-26,1,5955.25,38142.37109,23402.55078,1429.5,106.4199982,19.43000031
2025-02-27,0,5956.060059,38256.17188,23053.17969,1434.420044,107.2399979,19.10000038
2025-02-28,0,5861.569824,37155.5,23053.17969,1449.859985,107.6100006,21.12999916
2025-03-04,0,5954.5,37331.17969,22596.88086,1457.930054,105.7399979,19.62999916
2025-03-05,1,5778.149902,37418.23828,22871.90039,1452.849976,105.7399979,23.51000023
2025-03-06,1,5842.629883,37704.92969,22715.42969,1443.030029,104.0599976,21.93000031
2025-03-07,0,5738.52002,36887.17188,22576.07031,1446.5,103.8399963,24.87000084
2025-03-10,1,5770.200195,37028.26953,22459.15039,1446.26001,103.9100037,23.37000084
2025-03-11,0,5614.560059,36793.10938,22071.08984,1457.030029,103.4400024,27.86000061
2025-03-12,1,5572.069824,36819.08984,22278.35938,1451.02002,103.6100006,26.92000008
2025-03-13,0,5599.299805,36790.03125,21961.67969,1448.75,103.8300018,24.22999954
2025-03-14,0,5521.52002,37053.10156,21968.05078,1453.22998,103.7200012,24.65999985
2025-03-17,1,5638.939941,37396.51953,22118.63086,1449.050049,103.3700027,21.77000046
2025-03-18,1,5675.120117,37845.42188,22271.66992,1442.48999,103.2399979,20.51000023
2025-03-19,1,5614.660156,37751.87891,21960.83008,1448.939941,103.4300003,21.70000076
2025-03-20,1,5675.290039,37751.87891,22377.25977,1443.390015,103.8499985,19.89999962
2025-03-21,1,5662.890137,37677.05859,22209.09961,1465.819946,104.0899963,19.79999924
2025-03-24,0,5667.560059,37608.48828,22106.64063,1464.780029,104.2600021,19.28000069
2025-03-25,0,5767.569824,37780.53906,22273.18945,1466.27002,104.1800003,17.47999954
2025-03-26,1,5776.649902,38027.28906,22260.28906,1462.089966,104.5500031,17.14999962
2025-03-27,0,5712.200195,37799.96875,21951.75977,1465.680054,104.0699997,18.32999992
2025-03-28,0,5693.310059,37120.32813,21602.89063,1461.890015,104.0400009,18.69000053
2025-03-31,0,5580.939941,35617.55859,20695.90039,1469.410034,104.2099991,21.64999962
2025-04-01,1,5611.850098,35624.48047,21280.16992,1471.959961,104.2600021,22.28000069
2025-04-02,0,5633.069824,35725.87109,21298.2207,1469.969971,103.8099976,21.77000046
2025-04-03,0,5670.970215,34735.92969,21298.2207,1466.040039,102.0699997,21.51000023
2025-04-04,0,5396.52002,33780.57813,21298.2207,1450.680054,103.0199966,30.02000046
2025-04-07,0,5074.080078,31136.58008,19232.34961,1458.52002,103.2600021,45.31000137
2025-04-08,1,5062.25,33012.57813,18459.94922,1469.949951,102.9599991,46.97999954
2025-04-09,0,4982.77002,31714.0293,17391.75977,1486.130005,102.9000015,52.33000183
2025-04-10,1,5456.899902,34609,19000.0293,1443.949951,100.8700027,33.61999893
2025-04-11,0,5268.049805,33585.57813,19528.76953,1452.040039,99.77999878,40.72000122
2025-04-14,1,5363.359863,33982.35938,19513.08984,1419.050049,99.63999939,37.56000137
2025-04-15,1,5405.970215,34267.53906,19857.66992,1419.420044,100.2200012,30.88999939
2025-04-16,0,5396.629883,33920.39844,19468,1427.02002,99.37999725,30.12000084
2025-04-17,1,5275.700195,34377.60156,19338.73047,1414.22998,99.37999725,32.63999939
2025-04-18,1,5282.700195,34730.28125,19395.0293,1414.22998,99.37999725,29.64999962
2025-04-21,1,5282.700195,34279.92188,19106.19922,1414.22998,98.27999878,29.64999962
2025-04-22,0,5158.200195,34220.60156,18793.42969,1421.640015,98.91999817,33.81999969
2025-04-23,1,5287.759766,34868.62891,19639.14063,1429.219971,99.83999634,30.56999969
2025-04-24,0,5375.859863,35039.14844,19478.81055,1426.449951,99.29000092,28.45000076
2025-04-25,1,5484.77002,35705.73828,19872.73047,1430.060059,99.47000122,26.46999931
2025-04-28,1,5525.209961,35839.98828,20034.41016,1437.359985,99.01000214,24.84000015
2025-04-29,1,5528.75,35839.98828,20232.63086,1435.880005,99.23999786,25.14999962
2025-04-30,0,5560.830078,36045.37891,20235.0293,1431.160034,99.47000122,24.17000008
2025-05-02,1,5569.060059,36830.69141,20787.64063,1435.099976,100,24.70000076
2025-05-07,1,5686.669922,36779.66016,20546.49023,1374.77002,99.61000061,22.68000031
2025-05-08,1,5631.279785,36928.62891,20543.40039,1397.290039,100.6399994,23.54999924
2025-05-09,0,5663.939941,37503.32813,20915.03906,1403.849976,100.3399963,22.47999954
2025-05-12,1,5659.910156,37644.26172,21129.53906,1395.170044,101.7900009,21.89999962
2025-05-13,1,5844.189941,38183.26172,21330.14063,1416.030029,101,18.38999939
2025-05-14,1,5886.549805,38128.12891,21782.86914,1416,101.0400009,18.21999931
2025-05-15,0,5892.580078,37755.51172,21730.25,1407.329956,100.8799973,18.62000084
2025-05-16,1,5916.930176,37753.71875,21843.68945,1397.02002,101.0899963,17.82999992
2025-05-19,0,5958.379883,37498.62891,21523.83008,1398.130005,100.4300003,17.23999977
2025-05-20,0,5963.600098,37529.48828,21526.0293,1388.550049,100.1200027,18.13999939
2025-05-21,1,5940.459961,37298.98047,21803.91016,1392.72998,99.55999756,18.09000015
2025-05-22,0,5844.609863,36985.87109,21670.96094,1373.859985,99.95999908,20.87000084
2025-05-23,0,5842.009766,37160.46875,21652.24023,1381.339966,99.11000061,20.28000069
2025-05-26,1,5802.819824,37531.53125,21536.57031,1364.72998,98.93000031,22.29000092
2025-05-27,0,5802.819824,37724.10938,21336.53906,1368.099976,99.51999664,22.29000092
2025-05-28,1,5921.540039,37722.39844,21357.7207,1374.800049,99.87999725,18.95999908
2025-05-29,1,5888.549805,38432.98047,21347.30078,1373.599976,99.27999878,19.30999947
2025-05-30,0,5912.169922,37965.10156,21347.30078,1370.410034,99.33000183,19.18000031
2025-06-02,1,5911.689941,37470.67188,21002.71094,1381.98999,98.69999695,18.56999969
2025-06-04,1,5935.939941,37747.44922,21618.08984,1377.719971,98.79000092,18.36000061
2025-06-05,1,5970.810059,37554.48828,21674.42969,1361.089966,98.73999786,17.61000061
2025-06-09,1,5939.299805,38088.57031,21790.28906,1359.189941,98.94000244,18.47999954
2025-06-10,1,6005.879883,38211.51172,22242.14063,1353.849976,99.05000305,17.15999985
2025-06-11,1,6038.810059,38421.19141,22470.09961,1363.880005,98.62999725,16.95000076
2025-06-12,1,6022.240234,38173.08984,22287.82031,1365.689941,97.91999817,17.26000023
2025-06-13,0,6045.259766,37834.25,22072.94922,1349.790039,98.18000031,18.02000046
2025-06-16,1,5976.970215,38311.32813,22049.90039,1365.140015,98,20.81999969
2025-06-17,1,6033.109863,38536.73828,22211.58984,1357.780029,98.81999969,19.11000061
2025-06-18,1,5982.720215,38885.14844,22356.73047,1380.5,98.91000366,21.60000038
2025-06-19,1,5980.870117,38488.33984,22003.5,1370.75,98.91000366,20.13999939
2025-06-20,1,5980.870117,38403.23047,22045.74023,1374.890015,98.70999908,20.13999939
2025-06-23,0,5967.839844,38354.08984,21732.01953,1369.469971,98.41999817,20.62000084
2025-06-24,1,6025.169922,38790.55859,22188.75977,1361.939941,97.86000061,19.82999992
2025-06-25,1,6092.180176,38942.07031,22430.60938,1353.780029,97.68000031,17.47999954
2025-06-26,0,6092.160156,39584.57813,22492.33984,1357.030029,97.15000153,16.76000023
2025-06-27,0,6141.02002,40150.78906,22580.08008,1352.76001,97.40000153,16.59000015
2025-06-30,1,6173.069824,40487.39063,22256.01953,1363.589966,96.87999725,16.31999969
2025-07-01,1,6204.950195,39986.32813,22553.7207,1348.5,96.81999969,16.72999954
2025-07-02,0,6198.009766,39762.48047,22577.74023,1355.589966,96.77999878,16.82999992
2025-07-03,1,6227.419922,39785.89844,22712.9707,1354.75,97.18000031,16.63999939
2025-07-04,0,6279.350098,39810.87891,22547.5,1357.099976,97.18000031,16.37999916
2025-07-07,1,6279.350098,39587.67969,22428.7207,1362.199951,97.48000336,16.37999916
2025-07-08,1,6229.97998,39688.80859,22362.26953,1374.640015,97.51000214,17.79000092
2025-07-09,1,6225.52002,39821.28125,22527.00977,1370.300049,97.47000122,16.80999947
2025-07-10,1,6263.259766,39646.35938,22693.25,1373,97.65000153,15.93999958
2025-07-11,0,6280.459961,39569.67969,22751.0293,1372.640015,97.84999847,15.77999973
2025-07-14,1,6259.75,39459.62109,22614.9707,1378.170044,98.08000183,16.39999962
2025-07-15,1,6268.560059,39678.01953,22835.93945,1382.01001,98.62000275,17.20000076
2025-07-16,0,6243.759766,39663.39844,23042.90039,1386.449951,98.38999939,17.37999916
2025-07-17,1,6263.700195,39901.19141,23113.2793,1384.920044,98.73000336,17.15999985
2025-07-18,0,6297.359863,39819.10938,23383.13086,1391.579956,98.48000336,16.52000046
2025-07-21,1,6296.790039,39819.10938,23340.56055,1390.569946,97.84999847,16.40999985
2025-07-22,0,6305.600098,39774.92188,22987.91992,1381.819946,97.38999939,16.64999962
2025-07-23,1,6309.620117,41171.32031,23318.66992,1379.780029,97.20999908,16.5
2025-07-24,1,6358.910156,41826.33984,23373.73047,1373.719971,97.37999725,15.36999989
2025-07-25,1,6363.350098,41456.23047,23364.38086,1372,97.65000153,15.39000034
2025-07-28,1,6388.640137,40998.26953,23412.98047,1382.780029,98.66000366,14.93000031
2025-07-29,1,6389.77002,40674.55078,23201.51953,1388.290039,98.91000366,15.02999973
2025-07-30,1,6370.859863,40654.69922,23461.7207,1388.859985,99.94000244,15.97999954
2025-07-31,0,6362.899902,41069.82031,23542.51953,1392.52002,100.0299988,15.47999954
2025-08-01,0,6339.390137,40799.60156,23434.38086,1391.51001,98.69000244,16.71999931
2025-08-04,1,6238.009766,40290.69922,23378.93945,1390.180054,98.77999878,20.37999916
2025-08-05,1,6329.939941,40549.53906,23660.58984,1383.589966,98.77999878,17.52000046
2025-08-06,1,6299.189941,40794.85938,23447.35938,1386.579956,98.18000031,17.85000038
2025-08-07,1,6345.060059,41059.14844,24003.76953,1384.390015,98.40000153,16.77000046
2025-08-08,0,6340,41820.48047,24021.25977,1384.969971,98.18000031,16.56999969
2025-08-11,0,6389.450195,41820.48047,24135.5,1387.810059,98.51999664,15.14999962
2025-08-12,0,6373.450195,42718.17188,24158.35938,1389.790039,98.09999847,16.25
2025-08-13,1,6445.759766,43274.67188,24370.01953,1383.089966,97.83999634,14.72999954
2025-08-14,1,6466.580078,42649.26172,24238.09961,1378.780029,98.25,14.48999977
2025-08-18,0,6468.540039,43714.30859,24482.51953,1387.97998,98.16999817,14.82999992
2025-08-19,0,6449.149902,43546.28906,24353.5,1386.910034,98.26999664,14.98999977
2025-08-20,0,6411.370117,42888.55078,23625.43945,1391.339966,98.22000122,15.56999969
2025-08-21,1,6395.779785,42610.17188,23962.13086,1396.910034,98.62000275,15.68999958
2025-08-22,1,6370.169922,42633.28906,23764.4707,1399.609985,97.72000122,16.60000038
2025-08-25,1,6466.910156,42807.82031,24277.38086,1382.890015,98.43000031,14.22000027
2025-08-26,0,6439.319824,42394.39844,24305.09961,1389.050049,98.23000336,14.78999996
2025-08-27,1,6465.939941,42520.26953,24519.90039,1393.949951,98.23000336,14.61999989
2025-08-28,1,6481.399902,42828.78906,24236.44922,1392.75,97.80999756,14.85000038
2025-08-29,0,6501.859863,42718.46875,24233.09961,1384.410034,97.76999664,14.43000031
2025-09-01,0,6460.259766,42188.78906,24071.73047,1388.839966,97.76999664,15.35999966
2025-09-02,1,6460.259766,42310.48828,24016.7793,1392.939941,98.40000153,15.35999966
2025-09-03,1,6415.540039,41938.89063,24100.30078,1394.569946,98.13999939,17.17000008
2025-09-04,1,6448.259766,42580.26953,24179.84961,1389.630005,98.34999847,16.35000038
2025-09-05,1,6502.080078,43018.75,24494.58008,1392.060059,97.76999664,15.30000019
2025-09-08,1,6481.5,43643.80859,24547.38086,1385.51001,97.44999695,15.18000031
2025-09-09,1,6495.149902,43459.28906,24855.17969,1385.719971,97.79000092,15.10999966
2025-09-10,1,6512.609863,43837.67188,25192.58984,1387.25,97.77999878,15.03999996
2025-09-11,1,6532.040039,44372.5,25215.71094,1387.199951,97.54000092,15.35000038
2025-09-12,1,6587.470215,44768.12109,25474.64063,1389.5,97.55000305,14.71000004
2025-09-15,1,6584.290039,44768.12109,25357.16016,1393.699951,97.30000305,14.76000023
2025-09-16,1,6615.279785,44902.26953,25629.64063,1385.01001,96.62999725,15.68999958
2025-09-17,0,6606.759766,44790.37891,25438.25,1377.640015,96.87000275,16.36000061
2025-09-18,1,6600.350098,45303.42969,25769.35938,1378.689941,97.34999847,15.72000027
2025-09-19,0,6631.959961,45045.80859,25578.36914,1386.75,97.63999939,15.69999981
2025-09-22,1,6664.359863,45493.66016,25880.59961,1396.22998,97.33000183,15.44999981
2025-09-23,1,6693.75,45493.66016,26247.36914,1389.390015,97.26000214,16.10000038
2025-09-24,0,6656.919922,45630.30859,26196.73047,1391.849976,97.87000275,16.63999939
2025-09-25,0,6637.970215,45754.92969,26023.84961,1403.650024,98.55000305,16.18000031
2025-09-26,0,6604.720215,45354.98828,25580.32031,1408.920044,98.15000153,16.73999977
2025-09-29,1,6643.700195,45043.75,25580.32031,1408.709961,97.91000366,15.28999996
2025-09-30,0,6661.209961,44932.62891,25820.53906,1399.329956,97.76999664,16.12000084
2025-10-01,1,6688.459961,44550.85156,25982.91016,1403.150024,97.70999908,16.28000069
2025-10-02,1,6711.200195,44936.73047,26378.39063,1401.819946,97.84999847,16.29000092
2025-10-10,1,6715.350098,48088.80078,27301.91992,1421.51001,98.98000336,16.62999916
2025-10-13,0,6552.509766,48088.80078,26923.41992,1429.030029,99.26999664,21.65999985
2025-10-14,0,6654.720215,46847.32031,26793.15039,1426.069946,99.05000305,19.03000069
2025-10-15,1,6644.310059,47672.67188,27275.71094,1429.430054,98.79000092,20.80999947
2025-10-16,1,6671.060059,48277.73828,27647.86914,1420.089966,98.38999939,20.63999939
2025-10-17,1,6629.069824,47582.14844,27302.36914,1415.719971,98.43000031,25.30999947
2025-10-20,1,6664.009766,49185.5,27688.63086,1419.73999,98.58999634,20.78000069
2025-10-21,1,6735.129883,49316.05859,27752.41016,1419.73999,98.93000031,18.22999954
2025-10-22,1,6735.350098,49307.78906,27648.91016,1430.73999,98.90000153,17.87000084
2025-10-23,0,6699.399902,48641.60938,27532.25977,1430.400024,98.94000244,18.60000038
2025-10-24,1,6738.439941,49299.64844,27532.25977,1435.839966,98.94999695,17.29999924
2025-10-27,1,6791.689941,50512.32031,27993.63086,1436.969971,98.77999878,16.37000084
2025-10-28,0,6875.160156,50219.17969,27949.10938,1430.969971,98.69000244,15.78999996
2025-10-29,1,6890.890137,51307.64844,28294.74023,1425.969971,99.22000122,16.42000008
2025-10-30,1,6890.589844,51325.60938,28287.5293,1424.01001,99.52999878,16.92000008
2025-10-31,1,6822.339844,52411.33984,28233.34961,1424.02002,99.80000305,16.90999985
2025-11-03,1,6840.200195,52411.33984,28334.58984,1427.170044,99.87000275,17.44000053
2025-11-04,0,6851.970215,51497.19922,28116.56055,1428.969971,100.2200012,17.17000008
2025-11-05,0,6771.549805,50212.26953,27717.06055,1439.810059,100.1999969,19
2025-11-06,1,6796.290039,50883.67969,27899.44922,1439.73999,99.73000336,18.01000023
2025-11-07,0,6720.319824,50276.37109,27651.41016,1447.900024,99.59999847,19.5
2025-11-10,1,6728.799805,50911.76172,27869.50977,1454,99.62000275,19.07999992
2025-11-11,1,6832.430176,50842.92969,27784.94922,1456.089966,99.45999908,17.60000038
2025-11-12,1,6846.609863,51063.30859,27947.08984,1459.839966,99.48000336,17.28000069
2025-11-13,1,6850.919922,51281.82813,27903.56055,1468.02002,99.18000031,17.51000023
2025-11-14,0,6737.490234,50376.53125,27397.5,1468.709961,99.26999664,20
2025-11-17,1,6734.109863,50323.91016,27447.31055,1446.530029,99.58999634,19.82999992
2025-11-18,0,6672.410156,48702.98047,26756.11914,1461.689941,99.55000305,22.37999916
2025-11-19,0,6617.319824,48537.69922,26580.11914,1456.550049,100.2300034,24.69000053
2025-11-20,1,6642.160156,49823.94141,27426.35938,1466.130005,100.1600037,23.65999985
2025-11-21,0,6538.759766,48625.87891,26434.93945,1473.25,100.1800003,26.42000008
2025-11-24,0,6602.990234,48625.87891,26504.24023,1467.72998,100.1399994,23.43000031
